longitude,latitude,code_postal,province,erreurs
110.648922,-50.0647,"","48","Latitude hors Canada; Longitude hors Canada"
-113.364409,,"","48","Latitude manquante"
-0.0,0.0,"","59","Latitude hors Canada; Longitude hors Canada"
-0.0,49.320842,"","59","Longitude hors Canada"
-0.0,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
,,"","48","Latitude manquante; Longitude manquante"
,-45.699813,"","24","Latitude hors Canada; Longitude manquante"
-0.0,48.432529,"","59","Longitude hors Canada"
,,"","59","Latitude manquante; Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
,49.111965,"","59","Longitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
-74.142206,0.0,"","24","Latitude hors Canada"
-0.0,45.503627,"","24","Longitude hors Canada"
,53.35348,"","48","Longitude manquante"
-0.0,0.0,"","13","Latitude hors Canada; Longitude hors Canada"
-0.0,46.314256,"","13","Longitude hors Canada"
,0.0,"","59","Latitude hors Canada; Longitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
-0.0,-51.030181,"","48","Latitude hors Canada; Longitude hors Canada"
-0.0,45.410847,"","24","Longitude hors Canada"
82.697896,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
-0.0,0.0,"","59","Latitude hors Canada; Longitude hors Canada"
-0.0,45.413683,"","35","Longitude hors Canada"
,,"","47","Latitude manquante; Longitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
,-46.04658,"","24","Latitude hors Canada; Longitude manquante"
,,"","48","Latitude manquante; Longitude manquante"
-65.495114,,"","13","Latitude manquante"
,,"","59","Latitude manquante; Longitude manquante"
71.098328,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
,43.152049,"","35","Longitude manquante"
-97.18767,,"","46","Latitude manquante"
,45.4179,"","35","Longitude manquante"
-0.0,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
79.731849,43.56013,"","35","Longitude hors Canada"
63.603708,-44.664999,"","12","Latitude hors Canada; Longitude hors Canada"
,-45.596424,"","12","Latitude hors Canada; Longitude manquante"
-0.0,-45.33922,"","13","Latitude hors Canada; Longitude hors Canada"
,0.0,"","48","Latitude hors Canada; Longitude manquante"
,,"","59","Latitude manquante; Longitude manquante"
,-44.523423,"","35","Latitude hors Canada; Longitude manquante"
-79.932364,,"","35","Latitude manquante"
,-45.606357,"","24","Latitude hors Canada; Longitude manquante"
,-51.103821,"","48","Latitude hors Canada; Longitude manquante"
,46.022304,"","24","Longitude manquante"
-71.27852,0.0,"","24","Latitude hors Canada"
79.923143,-43.250128,"","35","Latitude hors Canada; Longitude hors Canada"
-75.745782,,"","24","Latitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
79.254067,,"","35","Latitude manquante; Longitude hors Canada"
,,"","46","Latitude manquante; Longitude manquante"
79.734308,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
74.037037,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
-80.882693,0.0,"","35","Latitude hors Canada"
106.704998,-52.129142,"","47","Latitude hors Canada; Longitude hors Canada"
-0.0,42.275242,"","35","Longitude hors Canada"
,45.604364,"","24","Longitude manquante"
-80.272118,-43.543568,"","35","Latitude hors Canada"
-71.262836,,"","24","Latitude manquante"
66.691441,-47.99502,"","13","Latitude hors Canada; Longitude hors Canada"
-0.0,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
-0.0,-42.994587,"","35","Latitude hors Canada; Longitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
,46.050213,"","13","Longitude manquante"
-79.106607,0.0,"","35","Latitude hors Canada"
-0.0,,"","35","Latitude manquante; Longitude hors Canada"
,45.448801,"","13","Longitude manquante"
-73.629535,-45.748057,"","24","Latitude hors Canada"
,-49.263145,"","59","Latitude hors Canada; Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
,,"","13","Latitude manquante; Longitude manquante"
-0.0,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
-64.453399,,"","24","Latitude manquante"
-112.829539,-53.027962,"","48","Latitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
-97.179893,,"","46","Latitude manquante"
79.916703,46.369186,"","35","Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
60.207292,-46.134348,"","12","Latitude hors Canada; Longitude hors Canada"
-0.0,45.502512,"","24","Longitude hors Canada"
,45.486155,"","24","Longitude manquante"
-114.078834,,"","48","Latitude manquante"
-0.0,,"","35","Latitude manquante; Longitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
,,"","59","Latitude manquante; Longitude manquante"
-71.073363,,"","24","Latitude manquante"
71.18175,,"","24","Latitude manquante; Longitude hors Canada"
,0.0,"","24","Latitude hors Canada; Longitude manquante"
-0.0,,"","35","Latitude manquante; Longitude hors Canada"
-73.981444,,"","24","Latitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
-0.0,,"","48","Latitude manquante; Longitude hors Canada"
76.023985,44.894825,"","35","Longitude hors Canada"
80.432342,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
-67.510966,,"","13","Latitude manquante"
-0.0,-47.544803,"","24","Latitude hors Canada; Longitude hors Canada"
80.96331,-46.489521,"","35","Latitude hors Canada; Longitude hors Canada"
-0.0,,"","24","Latitude manquante; Longitude hors Canada"
-0.0,,"","59","Latitude manquante; Longitude hors Canada"
72.74611,46.520653,"","24","Longitude hors Canada"
-0.0,,"","24","Latitude manquante; Longitude hors Canada"
,53.202979,"","47","Longitude manquante"
,0.0,"","59","Latitude hors Canada; Longitude manquante"
79.23909,43.891413,"","35","Longitude hors Canada"
,-43.685734,"","35","Latitude hors Canada; Longitude manquante"
,,"","46","Latitude manquante; Longitude manquante"
-73.156644,,"","24","Latitude manquante"
-113.456733,-53.580605,"","48","Latitude hors Canada"
,44.316669,"","35","Longitude manquante"
,,"","47","Latitude manquante; Longitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
-122.789224,,"","59","Latitude manquante"
,,"","59","Latitude manquante; Longitude manquante"
64.721484,46.11164,"","13","Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
,-48.429841,"","59","Latitude hors Canada; Longitude manquante"
,0.0,"","48","Latitude hors Canada; Longitude manquante"
-66.68342,,"","13","Latitude manquante"
-73.587927,,"","24","Latitude manquante"
79.077843,43.101206,"","35","Longitude hors Canada"
,,"","59","Latitude manquante; Longitude manquante"
114.461543,51.218493,"","48","Longitude hors Canada"
-114.118798,-50.911765,"","48","Latitude hors Canada"
-0.0,45.412017,"","24","Longitude hors Canada"
-0.0,0.0,"","48","Latitude hors Canada; Longitude hors Canada"
,49.934353,"","46","Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
,50.985368,"","48","Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
79.236922,42.974598,"","35","Longitude hors Canada"
-60.260125,0.0,"","12","Latitude hors Canada"
,,"","47","Latitude manquante; Longitude manquante"
-0.0,-42.29942,"","35","Latitude hors Canada; Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
-0.0,45.351547,"","35","Longitude hors Canada"
79.867976,-43.303725,"","35","Latitude hors Canada; Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
-71.838375,-45.416959,"","24","Latitude hors Canada"
79.670805,-43.793423,"","35","Latitude hors Canada; Longitude hors Canada"
,45.553546,"","24","Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
66.074051,45.973153,"","13","Longitude hors Canada"
77.341331,,"","35","Latitude manquante; Longitude hors Canada"
-73.87485,,"","24","Latitude manquante"
-64.608097,0.0,"","12","Latitude hors Canada"
,,"","13","Latitude manquante; Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
-0.0,45.527673,"","24","Longitude hors Canada"
,,"","47","Latitude manquante; Longitude manquante"
-119.294179,-50.260759,"","59","Latitude hors Canada"
-119.265255,0.0,"","59","Latitude hors Canada"
-78.36637,,"","35","Latitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
105.71876,,"","47","Latitude manquante; Longitude hors Canada"
-0.0,49.817622,"","59","Longitude hors Canada"
,,"","46","Latitude manquante; Longitude manquante"
,46.855781,"","24","Longitude manquante"
-106.580513,0.0,"","47","Latitude hors Canada"
-78.34276,-44.291135,"","35","Latitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
71.101495,48.447704,"","24","Longitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
-0.0,-49.902714,"","46","Latitude hors Canada; Longitude hors Canada"
,43.450517,"","35","Longitude manquante"
-79.451545,-43.756243,"","35","Latitude hors Canada"
-0.0,48.500606,"","35","Longitude hors Canada"
-0.0,-48.951822,"","59","Latitude hors Canada; Longitude hors Canada"
122.979985,-49.255346,"","59","Latitude hors Canada; Longitude hors Canada"
,0.0,"","24","Latitude hors Canada; Longitude manquante"
-0.0,-46.360899,"","24","Latitude hors Canada; Longitude hors Canada"
,,"","59","Latitude manquante; Longitude manquante"
61.956072,47.226326,"","24","Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
-0.0,-45.39428,"","24","Latitude hors Canada; Longitude hors Canada"
,43.213665,"","35","Longitude manquante"
,0.0,"","35","Latitude hors Canada; Longitude manquante"
,,"","59","Latitude manquante; Longitude manquante"
72.749012,46.517514,"","24","Longitude hors Canada"
-0.0,-45.570618,"","24","Latitude hors Canada; Longitude hors Canada"
97.148045,0.0,"","46","Latitude hors Canada; Longitude hors Canada"
97.137346,49.895435,"","46","Longitude hors Canada"
-70.670875,,"","24","Latitude manquante"
-71.199609,0.0,"","24","Latitude hors Canada"
,-46.739804,"","24","Latitude hors Canada; Longitude manquante"
-68.192605,,"","24","Latitude manquante"
-78.857185,,"","35","Latitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
,-42.761063,"","35","Latitude hors Canada; Longitude manquante"
-79.508991,,"","35","Latitude manquante"
79.753051,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
-0.0,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
-0.0,-44.171582,"","35","Latitude hors Canada; Longitude hors Canada"
,0.0,"","35","Latitude hors Canada; Longitude manquante"
-0.0,-43.658303,"","35","Latitude hors Canada; Longitude hors Canada"
-0.0,0.0,"","59","Latitude hors Canada; Longitude hors Canada"
-104.500019,-50.940191,"","47","Latitude hors Canada"
73.539673,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
-71.684694,,"","24","Latitude manquante"
,44.601745,"","35","Longitude manquante"
-0.0,,"","13","Latitude manquante; Longitude hors Canada"
-0.0,,"","24","Latitude manquante; Longitude hors Canada"
-0.0,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
-79.504168,,"","35","Latitude manquante"
-81.230513,-42.970087,"","35","Latitude hors Canada"
82.991512,-42.287727,"","35","Latitude hors Canada; Longitude hors Canada"
66.475388,45.119224,"","13","Longitude hors Canada"
,45.485804,"","24","Longitude manquante"
52.986023,0.0,"","10","Latitude hors Canada; Longitude hors Canada"
,0.0,"","59","Latitude hors Canada; Longitude manquante"
-0.0,-49.047178,"","59","Latitude hors Canada; Longitude hors Canada"
79.560559,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
-91.915449,,"","35","Latitude manquante"
-0.0,,"","24","Latitude manquante; Longitude hors Canada"
-0.0,,"","35","Latitude manquante; Longitude hors Canada"
-114.078396,,"","48","Latitude manquante"
,,"","59","Latitude manquante; Longitude manquante"
-104.620921,0.0,"","47","Latitude hors Canada"
-0.0,48.467577,"","24","Longitude hors Canada"
122.810998,-49.204896,"","59","Latitude hors Canada; Longitude hors Canada"
79.402472,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
72.697631,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
-123.06254,0.0,"","59","Latitude hors Canada"
-73.616886,0.0,"","24","Latitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
-0.0,0.0,"","48","Latitude hors Canada; Longitude hors Canada"
65.552689,0.0,"","13","Latitude hors Canada; Longitude hors Canada"
,,"","13","Latitude manquante; Longitude manquante"
-0.0,45.276163,"","24","Longitude hors Canada"
-73.267711,,"","24","Latitude manquante"
-60.262123,,"","12","Latitude manquante"
,53.714201,"","48","Longitude manquante"
-0.0,,"","35","Latitude manquante; Longitude hors Canada"
80.966715,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
-0.0,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
122.903267,49.210659,"","59","Longitude hors Canada"
-0.0,46.519777,"","35","Longitude hors Canada"
-120.250376,-55.775469,"","59","Latitude hors Canada"
,45.493976,"","24","Longitude manquante"
123.062738,49.327659,"","59","Longitude hors Canada"
82.33134,43.021165,"","35","Longitude hors Canada"
-0.0,-46.736856,"","24","Latitude hors Canada; Longitude hors Canada"
,,"","59","Latitude manquante; Longitude manquante"
74.104801,45.717048,"","24","Longitude hors Canada"
113.644876,0.0,"","48","Latitude hors Canada; Longitude hors Canada"
,43.81595,"","35","Longitude manquante"
,45.49199,"","24","Longitude manquante"
-0.0,,"","35","Latitude manquante; Longitude hors Canada"
-0.0,49.672849,"","59","Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
,42.791945,"","35","Longitude manquante"
,0.0,"","24","Latitude hors Canada; Longitude manquante"
,,"","59","Latitude manquante; Longitude manquante"
,,"","59","Latitude manquante; Longitude manquante"
,,"","10","Latitude manquante; Longitude manquante"
-0.0,49.139807,"","59","Longitude hors Canada"
-96.694475,,"","46","Latitude manquante"
124.792948,49.249648,"","59","Longitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
-80.487995,,"","35","Latitude manquante"
,52.1047,"","47","Longitude manquante"
,45.480527,"","24","Longitude manquante"
-0.0,0.0,"","12","Latitude hors Canada; Longitude hors Canada"
,43.838973,"","12","Longitude manquante"
-79.210798,-43.812248,"","35","Latitude hors Canada"
,49.334658,"","59","Longitude manquante"
,-45.705116,"","24","Latitude hors Canada; Longitude manquante"
,,"","13","Latitude manquante; Longitude manquante"
-0.0,43.742072,"","35","Longitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
73.581093,45.670807,"","24","Longitude hors Canada"
,55.743888,"","59","Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
-0.0,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
-0.0,45.946314,"","13","Longitude hors Canada"
-0.0,0.0,"","59","Latitude hors Canada; Longitude hors Canada"
,45.499557,"","24","Longitude manquante"
-128.632755,,"","59","Latitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
-0.0,,"","24","Latitude manquante; Longitude hors Canada"
-0.0,-43.910074,"","35","Latitude hors Canada; Longitude hors Canada"
,,"","59","Latitude manquante; Longitude manquante"
-0.0,42.296277,"","35","Longitude hors Canada"
,49.227651,"","59","Longitude manquante"
,49.13393,"","59","Longitude manquante"
,-49.341274,"","59","Latitude hors Canada; Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
,45.507907,"","24","Longitude manquante"
-0.0,-47.510914,"","10","Latitude hors Canada; Longitude hors Canada"
113.361388,0.0,"","48","Latitude hors Canada; Longitude hors Canada"
-0.0,-48.610876,"","35","Latitude hors Canada; Longitude hors Canada"
-0.0,-49.876963,"","46","Latitude hors Canada; Longitude hors Canada"
-0.0,-43.23428,"","35","Latitude hors Canada; Longitude hors Canada"
-75.751375,0.0,"","35","Latitude hors Canada"
